id,city_area_id,product_category,store_name,location_id
33,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ORIGINAL MARINES S.P.A.,631
34,12,MOBILI,TRAPUNTIFICIO C.A.T. S.R.L.,632
35,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MURGIA MARIA LIVIA,633
36,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MATRIXX S.R.L.,634
37,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,LUSH ITALIA S.R.L.,635
38,12,CALZATURE E ARTICOLI IN CUOIO,DEICHMANN CALZATURE S.R.L.,636
39,12,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CICLI E MOTOCICLI F.LLI BAZZANELLA DI BAZZANELLA S. & C. SNC,637
40,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,ZHOU SUILI,638
41,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GRECO ALESSANDRO,639
42,12,ELETTRONICA- DISCHI E NASTRI VIDEO,MAGLIOCCA ADRIANA,640
43,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SULTANA RIFFAT,641
44,12,FIORI E PIANTE,WAHEED DANIAL,641
45,12,GIOCHI E GIOCATTOLI,LAURORA MAURIZIO,642
46,12,ROSTICCERIA,FRIENDS PIZZERIA & KEBAB S.N.C. DI SHAHZAD ATIF E ASLAM AITZ,643
47,12,PANE E LATTE,GIULIANO SOSI S.R.L.,644
48,12,ARTICOLI PER FARMACIA,FARMACIE COMUNALI SPA,645
49,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ATZORI SILVIA,646
50,12,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),BRAGAGNA GIORGIO E C. S.N.C.,647
51,12,,MONTECRISTO S.R.L.,648
52,12,,RADCON ITALIA S.R.L.,648
53,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,MELIRO SRLS,649
54,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,MELIRO SRLS,649
55,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.,650
56,12,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,OCCHIALI24.IT SRL,651
57,12,ART.REGALO-ARTIGIANATO LOCALE,PCFB SRLS,652
58,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,PCFB SRLS,652
59,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GRAVANTE GIOVANNI,653
60,12,GIORNALI-RIVISTE E PERIODICI,PESCE GIAMPAOLO,654
61,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,PESCE GIAMPAOLO,654
62,12,DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI,DROGHERIA A. SANTONI DI FIGHEL GIORGIO E C. S.N.C.,655
63,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,FLORA CAMPESTRIN E C. S.A.S.,656
64,12,,FLORA CAMPESTRIN E C. S.A.S.,656
65,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,OBRELLI GIOIELLERIA DAL 1929 S.R.L.,657
66,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,OREFICERIA BERNARDI DI BERNARDI RENATO E C. S.N.C.,658
67,12,"ELETTRODOMESTICI, RADIO, TELEVISORI",ZHOU BOQING,659
68,12,VARIE,STAUDACHER KARIN,660
69,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BOMBOLETTA S.R.L.,661
70,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,HEXAGON S.P.A.,662
71,12,ARTICOLI MEDICALI E ORTOPEDICI,UDICARE SOCIETA' A RESPONSABILITA' LIMITATA,663
72,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,OSCAR CLOTHING S.N.C. DI CORTELLETTI ELEONORA & C.,664
73,12,ARTICOLI DI SECONDA MANO,BLASCO FRANCESCO,665
74,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,YAN QIUWEN,666
75,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BOUTIQUE VILMA DI TOMASI VILMA E C. SNC,667
76,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GOLDENPOINT S.P.A.,668
77,12,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),SAIT CONSORZIO DELLE COOPERATIVE DI CONSUMO TRENTINE S.C.A R,669
78,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PALLAVER VIRGINIA,670
79,12,CALZATURE E ARTICOLI IN CUOIO,EL-LUIZI FARAH,671
80,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,EL-LUIZI FARAH,671
81,12,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",REDORO FOOD S.R.L.,672
82,12,GIORNALI-RIVISTE E PERIODICI,FEDRIZZI GEMA PAOLINA,673
83,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,FEDRIZZI GEMA PAOLINA,673
84,12,MOBILI,FAILO ANESI MICHELE,674
85,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SEPHORA ITALIA S.R.L.,675
86,12,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",LA EMERGENTE S.R.L.,676
87,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,STILE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,677
88,12,MOBILI,PRIMA S.R.L.,678
89,12,,HADHADI MOHAMMED,679
90,12,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,ALLA ROTONDA S.R.L.,680
91,12,MOBILI,VI.VO S.A.S. DI RITA FIASCHETTI & C.,681
92,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,IANNETTI DANIELE,682
93,12,GIORNALI-RIVISTE E PERIODICI,IANNETTI DANIELE,682
94,12,ARTICOLI PER FARMACIA,FARMACIA ALLA MADONNA DI CASAGRANDE GIANMARCO & C S.N.C.,683
95,12,ROSTICCERIA,PG S.R.L.,684
96,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BRUGNARA ROSA MARIA,685
97,12,LIBRI NUOVI,CAMPADELLI MAURO,686
98,12,GRANDI MAGAZZINI (OLTRE 400 MQ. - CON 5,SPORTLER S.P.A.,687
99,12,GIORNALI-RIVISTE E PERIODICI,B.G.M. DI PALLAORO BRUNA & C. S.A.S.,688
100,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,COVI MATTEO,689
101,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PETIT BATEAU ITALIA SRL,690
102,12,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,DUOMO CENTER SAS,691
103,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,POP LIOARA,692
104,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,POP LIOARA,692
105,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,CAPELLO POINT S.P.A.,693
106,12,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,ROPELE GIANFRANCO,694
107,12,VARIE,TRENTATRE SAS DI BLACK PRINCE SRL,695
108,12,GIORNALI-RIVISTE E PERIODICI,CAMPO ALESSIO ANDREA,696
109,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PERISSINOTTO MARIAROSA,697
110,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SPAZIO DONNA SNC,698
111,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FOOT LOCKER ITALY SRL,699
112,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,BARBACOVI DANIELE,700
113,12,,PLANET ENERGY S.R.L.,701
114,12,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",OLD S.R.L.,702
115,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SEVEGNANI SABRINA,703
116,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PCFB SRLS,704
117,12,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,SALJOUGHI FARROKH,705
118,12,VARIE,PI.GI. COMMERCIALE DI FRANCESCA VOLTOLINI & C. S.A.S.,706
119,12,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,SOVECAR SRL,707
120,12,,ABC STUDIO S.R.L.,708
121,12,VARIE,ABC STUDIO S.R.L.,708
122,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BHATTI TALAT MASOOD,709
123,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ARTSANA  S.P.A.,710
124,12,GIOCHI E GIOCATTOLI,BERTOLUZZA ALBERTO,711
125,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DEPAOLI MARILENA,712
126,12,ART.CASALINGHI-CRISTALLERIE-VASELLAME,SAMA SAS DI ALESSANDRA DALPRA' & C.,712
127,12,ARTICOLI PER FARMACIA,FARMACIA GALLO S.N.C. DI CAINELLI PAOLO & C.,713
128,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,ZANOTELLI SILVIA,714
129,12,PELLICCE E PELLI PER PELLICCERIA,DETASSIS AMEDEO,715
130,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,AURORA MAX & SY SAS DI PIFFER MASSIMO E C.,716
131,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,LIGHT BLUE L&A SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFI,717
132,12,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",LIGHT BLUE L&A SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFI,717
133,12,ART.CASALINGHI-CRISTALLERIE-VASELLAME,CENTRO DEL REGALO CANDOTTI SNC DI CANDOTTI MARIAGRAZIA E,718
134,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PCFB SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,719
135,12,,MYMOD SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,720
136,12,VARIE,DMAGIS S.R.L.,720
137,12,ARTICOLI MEDICALI E ORTOPEDICI,ALEKSIC DRAGAN,721
138,12,,ZANNI S.R.L.,721
139,12,,ILLING ASTRID,722
140,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ILLING ASTRID,722
141,12,PRODOTTI TESSILI,MANIFATTURE LOMBARDE S.R.L.,723
142,12,PANE E LATTE,PIFFER LUANA,724
143,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ITX ITALIA S.R.L.,725
144,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,LUNELLI TRENTO SRL,726
145,12,CALZATURE E ARTICOLI IN CUOIO,XIE BINGYIN,727
146,12,,STILELETTRA DUE S.A.S. DI TONDINI SANDRA E C.,728
147,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,POCHER S.N.C. DI POCHER DIEGO & C.,729
148,12,VARIE,FERRAMENTA LORENZI S.R.L.,730
149,12,FERRAMENTA,FERRAMENTA LORENZI S.R.L.,730
150,12,MATERIALE DA COSTRUZIONE,ECO DESIGN S.R.L.,731
151,12,DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI,ASCIONE CARMELA,732
152,12,,VRENT S.P.A.,733
153,12,,SALENTUM S.R.L.,733
154,12,,MIAR S.R.L.,733
155,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,ARIA SAS DI LIBARDI SARA E C.,734
156,12,STRUMENTI MUSICALI E SPARTITI,GRISO S.R.L.,735
157,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,DELTOUR BREGLER INGRID LEONA,736
158,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,LUNELLI TRENTO SRL,737
159,12,GIOCHI E GIOCATTOLI,NON SOLO FESTA 2 S.A.S. DI GEROSA GABRIELE,738
160,12,ELETTRONICA- DISCHI E NASTRI VIDEO,DOCTOR G SRLS,739
161,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,DAL POS LUISA,740
162,12,MATERIALI TERMOIDRAULICI,KNYCZ S.R.L.,741
163,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,KIKO S.P.A.,742
164,12,ELETTRONICA- DISCHI E NASTRI VIDEO,TAPE SAS DI TARANTINO ANDREA E PEDROTTI LUCA & C.,743
165,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PANBRID S.A.S.,744
166,12,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,PUCHER CRISTINA,745
167,12,CALZATURE E ARTICOLI IN CUOIO,COMPAR S.P.A.,746
168,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PARANA' S.N.C. DI ANESI IVANO E C.,747
169,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,VALANDRO FRANCESCA,748
170,12,MOBILI,ZANETTI ERMANNO,749
171,12,LIBRI NUOVI,RIVAS SOLEDAD,750
172,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,H & M HENNES & MAURITZ SRL,751
173,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,TOVAZZI ALFERIO DI TOVAZZI GRAZIANO E C. S.N.C.,752
174,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,LEVICO TERME S.P.A.,753
175,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,LEVICO TERME S.P.A.,753
176,12,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,P RENTAL SERVICES SRL,754
177,12,,TUTTOGAS S.P.A.,754
178,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,TREPIN DANILA,755
179,12,,MPA SOLUTIONS SOCIETA' COOPERATIVA,756
180,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,PERSILI OSCAR,757
181,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,HAMZA FOOD S.A.S. DI BHATTI TAHIR MASOOD & C.,758
182,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,HAMZA FOOD S.A.S. DI BHATTI TAHIR MASOOD & C.,758
183,12,ARTICOLI MEDICALI E ORTOPEDICI,SVILUPPO & DISTRIBUZIONE SRL,759
184,12,CALZATURE E ARTICOLI IN CUOIO,ZOTTA ALESSANDRO,760
185,12,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,PISONI S.R.L.,761
186,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MELOSTORE S.R.L.,762
187,12,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,CESAR DI BARBAROSSA ENIO E F.LLI S.R.L.,763
188,12,,PROMETEO S.R.L.,764
189,12,FIORI E PIANTE,ZAMBOTTI LORENZO,765
190,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,RIZZO DOMENICO VITTORIO ANTONIO,766
191,12,FIORI E PIANTE,FEDEL ANNALISA,767
192,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,5 TASCHE S.A.S. DI VIGAGNI GABRIELE E C.,768
193,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,COLA DI PROSSER GIULIO & C. S.A.S.,769
194,12,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,M.O.T. MANIFATTURA OTTICA TRENTINA S.N.C DI UGO PERRIS & C.,770
195,12,VARIE,DYPRINTECH S.R.L.,771
196,12,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,CHIOGNA RICCARDO,772
197,12,GIORNALI-RIVISTE E PERIODICI,CHIOGNA RICCARDO,772
198,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRIMA RETAIL COMPANY S.R.L.,773
199,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,LE DELIZIE S.N.C. DI GAMBONI PIETRO E PISONI MAURO & C.,774
200,12,ART.REGALO-ARTIGIANATO LOCALE,THUN SPA,775
201,12,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,DIALMA S.R.L.,776
202,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,NKD ITALIA SRL,777
203,12,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,FREEWHEELS SAS DI FUMANELLI LUCA E C,777
204,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DEPAOLI VERONICA,778
205,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,TEBRI PAOLO,779
206,12,GIORNALI-RIVISTE E PERIODICI,TEBRI PAOLO,779
207,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,LA GASTRONOMIA DI FRANCESCHINI URBANO & C. S.N.C.,780
208,12,LIBRI NUOVI,EUTROPIA S.A.S. DI LORANDI MICHELA & C.,781
209,12,ARTICOLI MEDICALI E ORTOPEDICI,SONOVA AUDIOLOGICAL CARE ITALIA S.R.L.,782
210,12,MOBILI,FURLAN LUCA,783
211,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,DIMANU S.R.L.,784
212,12,,TVB ITALIA S.R.L.,785
213,12,CARNE E PRODOTTI A BASE DI CARNE,MACELLERIA CAINELLI CHRISTIAN & C. S.A.S.,786
214,12,LIBRI NUOVI,VIAGGERIA S.R.L.,787
215,12,,ALLCONS S.R.L.,788
216,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,WARRAICH FOOD S.A.S.,789
217,12,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,POMILLO DANIELE,790
218,12,SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE),ASPIAG SERVICE SRL,791
219,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BBB SPA,792
220,12,PRODOTTI TESSILI,BBB SPA,792
221,12,GIORNALI-RIVISTE E PERIODICI,LENZI VALENTINA,793
222,12,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,COFFEE CLUB SAS DI INGENITO GRAZIANO,794
223,12,LIBRI NUOVI,COFFEE CLUB SAS DI INGENITO GRAZIANO,794
224,12,MOBILI,SONNTAG RODOLFO,795
225,12,ELETTRONICA- DISCHI E NASTRI VIDEO,AKRAM SOHAIL,796
226,12,VARIE,2 EMME PROJECT S.R.L.,797
227,12,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,MANFREDI FRANCESCO,798
228,12,CALZATURE E ARTICOLI IN CUOIO,DEPAOLI DEBORA,799
229,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,FRIMON S.R.L.,800
230,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,XIE BINGYIN,801
231,12,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,B. E B. CAFFE' CITTA' DI BRUSAMOLIN SILVIO & C. S.N.C.,802
232,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,LUISA SPAGNOLI S.P.A.,803
233,12,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,MAROTTA EMANUELE MARIA ALBERTO,804
234,12,VARIE,TASLEEM MUBASHAR,805
235,12,PRODOTTI TESSILI,"IDEA CASA S.N.C. DI PAROLARI DANIELE, DAVIDE E LUCA",806
236,12,MOBILI,MARTINELLI S.R.L.,807
237,12,CALZATURE E ARTICOLI IN CUOIO,DEPAOLI DEBORA,808
238,12,,GIACOMINI GIULIA,809
239,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,GIACOMINI GIULIA,809
240,12,FERRAMENTA,FRANZINELLI VIGILIO S.R.L.,810
241,12,PANE E LATTE,GIULIANO SOSI S.R.L.,811
242,12,GIORNALI-RIVISTE E PERIODICI,BARONE TANIA,812
243,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRO LUDO S.R.L.S.,813
244,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,AVION S.N.C. DI ZAMPIERO MARINA & C.,814
245,12,MATERIALE DA COSTRUZIONE,EBLI S.R.L.,815
246,12,FERRAMENTA,EBLI S.R.L.,815
247,12,MATERIALE DA COSTRUZIONE,EBLI S.R.L.,815
248,12,MATERIALE DA COSTRUZIONE,EBLI LUCA CARLO E C. S.N.C.,815
249,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,HAQUE FAZLUL,816
250,12,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,HAQUE FAZLUL,816
251,12,PANE E LATTE,GIULIANO SOSI S.R.L.,817
252,12,LIBRI NUOVI,GIUNTI AL PUNTO S.P.A.,818
253,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,HU FEIYUN,819
254,12,ARTICOLI IGIENICO SANITARI,COMMHYDRA S.R.L.,820
255,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SOLEO SHOW S.R.L.,821
256,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,CANEPPELE MANUELA,822
257,12,,RIMA AGRI S.R.L.,823
258,12,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,DOUGLAS ITALIA S.P.A.,824
259,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,L.E.D. S.R.L.,825
260,12,PRODOTTI TESSILI,GALLIZIOLI CLAUDIO &  C. S.A.S.,826
261,12,ART.CASALINGHI-CRISTALLERIE-VASELLAME,DETAILS DESIGN STORE S.R.L.,827
262,12,,NIGHTLIGHT ITALIA S.R.L.,828
263,12,ROSTICCERIA,HOYOS PACHON ANA MARIA,829
264,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,L'ARCA DI ENDRICI DELL'AGNOLO ELENA & SOCI S.A.S.,830
265,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FEDEL ANNALISA,831
266,12,VARIE,MALPAGA MARINA,832
267,12,MOBILI,CAPPADONNA ALESSANDRO,833
268,12,VARIE,DEGASPERI ALESSANDRO,834
269,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MICHELI EMILIO S.A.S. DI BERTEOTTI MATTEO & C.,835
270,12,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,SECURFIN BOTTEGA D'ARTE S.N.C. DI PAOLO LUCIN & C.,836
271,12,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,CORNALI MANUEL,837
272,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,CORTELLETTI DOMENICO S.N.C. DI CORTELLETTI DOMENICO,838
273,12,VARIE,SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.,839
274,12,FRUTTA E VERDURA,MERZ EMILIO DI MERZ PIERGIORGIO E DARIO S.N.C.,840
275,12,,FLEET VISION S.R.L.,841
276,12,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,PISETTA PAOLA & C. SAS,841
277,12,CALZATURE E ARTICOLI IN CUOIO,SMART LINEA DI CASNA CIRO & C. SAS,842
278,12,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,GOTTARDI MAURO,843
279,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,"3,14 S.A.S. DI PREDELLI CHIARA & C.",844
280,12,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",MOSNA MONICA,845
281,12,GIORNALI-RIVISTE E PERIODICI,MOSNA MONICA,845
282,12,CALZATURE E ARTICOLI IN CUOIO,CALZATURE DUE LEONI S.R.L.,846
283,12,,SANTA CROCE INFORMATICA S.A.S. DI SARTORI RENZO & C.,847
284,12,GIORNALI-RIVISTE E PERIODICI,RIZZOLI SONIA,848
285,12,CALZATURE E ARTICOLI IN CUOIO,GEOX RETAIL S.R.L.,849
286,12,CALZATURE E ARTICOLI IN CUOIO,PRIMADONNA S.P.A.,850
287,12,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,DIAMANTI & CARATI S.R.L.,851
288,12,LIBRI NUOVI,GALEAZZO SILVIO,852
289,12,ART.CASALINGHI-CRISTALLERIE-VASELLAME,EUROPA STORE SRL,853
290,12,GIOCHI E GIOCATTOLI,EUROPA STORE SRL,853
291,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,MARTINI SILVANA,854
292,12,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,PRENATAL S.P.A.,855
293,12,PANE E LATTE,FOCACCERIA BELVEDERE S.N.C. DI F.LLI MORGESE MARCELLO E MAS,856
294,12,,BOSOVIC VLADE,857
295,12,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,SIMIONI LORIS,858
296,12,GIORNALI-RIVISTE E PERIODICI,SIMIONI LORIS,858
